SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,1.709E-05,3.11,"1.86148 81.2417 380.73 624.491 867.706 1043.27 1170.91 1228.51","-0.0326866 105.563 402.358 601.206 800.965 1000.78 1201.17 1400.8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,"mol m⁻² s⁻¹","µmol m⁻² s⁻¹","µmol mol⁻¹","µmol mol⁻¹",Pa,Pa,"mol m⁻² s⁻¹","mol m⁻² s⁻¹","mol m⁻² s⁻¹","mol m⁻² s⁻¹","W m⁻²",°C,°C,kPa,%,kPa,kPa,kPa,"W m⁻²","W m⁻²","W m⁻²","W m⁻²",,,,"µmol s⁻¹",%,,%,"µmol s⁻¹",,,,,,"µmol m⁻² s⁻¹",,,,,,"µmol m⁻² s⁻¹","µmol m⁻² s⁻¹","µmol m⁻² s⁻¹",,"µmol µmol⁻¹",,,,,,,,,,ms,ms,ms,"µmol m⁻² s⁻¹",,"mol m⁻² s⁻²",,"µmol m⁻² s⁻¹","µmol m⁻² s⁻¹",,J/µmol,cm²,,,s,"µmol mol⁻¹","µmol mol⁻¹","mmol mol⁻¹","mmol mol⁻¹","µmol s⁻¹",kPa,kPa,°C,°C,°C,°C,°C,rpm,"µmol m⁻² s⁻¹","µmol m⁻² s⁻¹","µmol m⁻² s⁻¹",,,,,"µmol m⁻² s⁻¹",,,°C,°C,°C,°C,°C,"µmol m⁻² s⁻¹","µmol m⁻² s⁻¹","µmol m⁻² s⁻¹",s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,"µmol mol⁻¹","µmol mol⁻¹ min⁻¹","µmol mol⁻¹",,," min⁻¹",,,"mmol mol⁻¹","mmol mol⁻¹ min⁻¹","mmol mol⁻¹",,,,,%,%,µmol/mol,mmol/mol,,"µmol s⁻¹","µmol s⁻¹",°C,°C,°C,°C,°C,%,%,%,°C,"µmol mol⁻¹","mmol mol⁻¹",%,%
1,1581720765.1,0,"20200214 16:52:45",16:52:45,1581720757.1,0.003061155089659591,9.81201694641105,395.588419354839,316.2802013317441,31.94286049439614,39.95262947046202,0.22685112375761488,3.422456858141063,0.2188164927796204,0.13745847963609903,193.73563966179083,26.58935409763629,26.3346322580645,3.4416536980108337,60.22642411031565,2.0673018798695395,3.4325495999611406,1.3743518181412941,-134.99693945398795,-8.278614103031718,-0.5184467032238644,49.94163940154729,-0.0417963929602452,0.0469201126630019,3.49580220465604,0,0,1,0,53423.54296860586,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1869944160624,9.81201694641105,#DIV/0!,#DIV/0!,0.009722694605362505,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1200.00451612903,1009.1869944160624,0.8409859970123229,0.19197199402464604,2,0.5,"0: Broadleaf",1581720757.1,395.588419354839,399.99735483871,20.4692580645161,19.2699290322581,500.028838709677,100.795483870968,0.199963709677419,26.289764516129,26.3346322580645,999.9,0,0,9999.85612903226,0,0.00152894,1200.00451612903,0.966997741935484,0.0330025322580645,0,294.801290322581,4.99912,4135.56032258065,8874.60677419355,42.7255806451613,44.9634193548387,44.1227419354839,44.3565483870968,44.3122580645161,1155.56451612903,39.44,0,517.799999952316,294.455461538462,-26.4042393407623,-358.192478878614,4131.07346153846,15,1581720787.6,16:53:07,58,0.278,0.119,400,19,0.54,0.07,-4.20340902439024,-0.722744738675978,0.0905192809215825,0,295.747545454545,-27.9522877030161,2.67349279080369,0,1.19770829268293,-0.0726497560975631,0.0134516042931941,1,1,3,1/3,100,100,0.278,0.119,2,505.012,494.507,22.289,28.2166,30.0004,28.1692,28.1326,20.202,31.784,0,22.2009,400,19.2305,100.993,100.565
2,1581720908.6,143.5,"20200214 16:55:08",16:55:08,1581720900.6,0.002692537084733193,10.581953414192707,395.342709677419,297.01887284919974,29.99531184615756,39.92482952051262,0.19236762394542098,3.420443683180417,0.18655303555303113,0.1171034248064135,193.73245062233246,26.452343721932447,26.3165870967742,3.437989628863233,59.61338323920986,2.0198084681429043,3.3881795637030776,1.4181811607203287,-118.74088543673382,-45.54574653758188,-2.8505676236488755,26.595251024367883,-0.0417650954187046,0.0468849784308073,3.49373410799362,0,0,1,0,53424.306282698206,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1699524806189,10.581953414192707,#DIV/0!,#DIV/0!,0.010485799134408863,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1199.98419354839,1009.1699524806189,0.8409860379047764,0.19197207580955308,2,0.5,"0: Broadleaf",1581720900.6,395.342709677419,400.001096774194,20.0005,18.9450677419355,500.019774193548,100.787870967742,0.200027741935484,26.0695967741936,26.3165870967742,999.9,0,0,9993.12290322581,0,0.00152894,1199.98419354839,0.966994903225807,0.0330050870967742,0,270.415225806452,4.99912,3803.73709677419,8874.45451612903,42.6610967741935,44.933,44.0965483870968,44.3161935483871,44.2961612903226,1155.54322580645,39.4409677419355,0,661.200000047684,270.370846153846,-4.43863249226348,-52.578461569129,3803.25923076923,15,1581720840.6,16:54:00,59,0.288,0.118,400,19,0.51,0.09,-4.64560902439024,-0.259357212543544,0.0845956945454883,1,270.616393939394,-4.60998709279172,0.468826642341632,0,1.07611917073171,-0.428432425087123,0.0431221018701844,0,1,3,1/3,100,100,0.288,0.118,2,505.191,494.304,21.8325,28.1902,30.0001,28.162,28.1255,20.2083,32.4933,0,21.8215,400,19.0638,100.991,100.571
3,1581721029.5,264.400000095367,"20200214 16:57:09",16:57:09,1581721021.5,0.002571347742583381,7.238963551648737,296.795032258065,226.31484180161073,22.85503148346662,29.97266883778141,0.1841901689031025,3.4232939528098534,0.17885634555958643,0.11225157306335634,193.7326050720613,26.306171397931838,26.2527741935484,3.425059729648629,60.00307817628523,2.0122833080319866,3.3536334621367696,1.4127764216166425,-113.3964354479271,-65.76645514214886,-4.1078085491023675,10.461905932882956,-0.0418094092208854,0.0469347245558575,3.49666214058168,0,0,1,0,53509.65734167134,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1707653838394,7.238963551648737,#DIV/0!,#DIV/0!,0.007173180000805303,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1199.98516129032,1009.1707653838394,0.8409860371095741,0.1919720742191485,2,0.5,"0: Broadleaf",1581721021.5,296.795032258065,299.995741935484,19.9260096774194,18.9180096774194,500.022032258065,100.787806451613,0.199964838709677,25.8964258064516,26.2527741935484,999.9,0,0,10003.7322580645,0,0.00152894,1199.98516129032,0.966994387096774,0.0330055516129032,0,265.473064516129,4.99912,3734.52,8874.45193548387,42.5966451612903,44.879,43.9716451612903,44.277935483871,44.1871935483871,1155.54419354839,39.4409677419355,0,781.799999952316,265.469769230769,-2.14140170159627,-29.1996581332042,3734.41730769231,15,1581720972.5,16:56:12,60,0.143,0.118,300,19,1.78,0.08,-3.1979,0.00244682926830849,0.0381406689672362,1,265.574939393939,-2.56971182286868,0.303335092175449,0,1.01733609756098,-0.19802985365853,0.0199567736795755,0,1,3,1/3,100,100,0.143,0.118,2,505.113,494.934,21.7011,28.1353,30.0002,28.1293,28.0949,16.117,33.1171,0,21.6942,300,18.9161,100.999,100.576
4,1581721150,384.900000095367,"20200214 16:59:10",16:59:10,1581721142,0.0024331146208225025,4.144061777391347,198.148193548387,155.17462085128923,15.670069487041546,20.00968937188922,0.17441784551538095,3.4216273093745477,0.16962479662867744,0.10643516336013753,193.7368963162094,26.279428687793096,26.2345774193548,3.421380452682137,60.19630725692049,2.0118311737636567,3.3421172584176513,1.4095492789184805,-107.30035477827236,-73.09049530229944,-4.56574916240333,8.780297073234252,-0.0417834954741152,0.0469056341049391,3.49495002306113,0,0,1,0,53488.14555445482,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1932653838287,4.144061777391347,#DIV/0!,#DIV/0!,0.004106311367243643,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1200.01193548387,1009.1932653838287,0.8409860231739285,0.1919720463478569,2,0.5,"0: Broadleaf",1581721142,198.148193548387,199.998580645161,19.9223838709677,18.9685709677419,500.022838709677,100.783451612903,0.200004322580645,25.8383516129032,26.2345774193548,999.9,0,0,9997.96387096774,0,0.00152894,1200.01193548387,0.966994387096774,0.0330055516129032,0,264.559193548387,4.99912,3720.54806451613,8874.65193548387,42.6226451612903,44.879,44.0078387096774,44.3243225806452,44.1993225806452,1155.57064516129,39.4412903225807,0,902.400000095367,264.569884615385,-2.16153845352761,-20.8232478679565,3720.43307692308,15,1581721096,16:58:16,61,-0.056,0.115,200,19,0.31,0.06,-1.84897853658537,0.0408760975609564,0.0147662673522104,1,264.64096969697,-1.82379362798966,0.26793356083388,0,0.956748682926829,-0.0486946411150065,0.00530355736316132,1,2,3,2/3,100,100,-0.056,0.115,2,505.199,494.836,21.6611,28.0824,29.9998,28.095,28.0637,11.8451,32.9469,0,21.6665,200,18.9153,100.999,100.583
5,1581721270.5,505.400000095367,"20200214 17:01:10",17:01:10,1581721262.5,0.002529908166005967,0.793206087159092,99.5727709677419,90.2506576950391,9.114131843647035,10.055542926942614,0.18182819768021424,3.4221562254984748,0.1766265396786338,0.11084654070032604,193.7340132545861,26.261602020570795,26.2114548387097,3.4167101874458172,60.099750648434515,2.009084026589353,3.3429157440966617,1.4076261608564642,-111.56895012086315,-68.09185390621526,-4.252433787282187,9.82077544022549,-0.0417917186807633,0.046914865374794,3.49549336947194,0,0,1,0,53497.59459261036,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1780911902922,0.793206087159092,#DIV/0!,#DIV/0!,0.0007859921792629601,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1199.99387096774,1009.1780911902922,0.8409860380173746,0.19197207603474947,2,0.5,"0: Broadleaf",1581721262.5,99.5727709677419,99.9907935483871,19.8945064516129,18.9027322580645,500.028516129032,100.786870967742,0.200003548387097,25.8423838709677,26.2114548387097,999.9,0,0,9999.59225806452,0,0.00152894,1199.99387096774,0.96699335483871,0.0330064806451613,0,265.253870967742,4.99912,3728.70677419355,8874.51838709677,42.6227096774193,44.870935483871,43.9796774193548,44.3545161290322,44.2537419354839,1155.55258064516,39.4412903225807,0,1023,265.246769230769,-1.75767521937638,-18.409230735675,3728.58884615385,15,1581721216.5,17:00:16,62,-0.148,0.119,100,19,0.26,0.12,-0.416652536585366,0.0560514564460582,0.0219104145880308,1,265.311636363636,-1.60630264597807,0.235682480055176,0,0.993057682926829,-0.0257569756097635,0.0027512921703777,1,2,3,2/3,100,100,-0.148,0.119,2,505.037,495.016,21.9125,28.0367,29.9999,28.0595,28.028,7.42264,33.1497,0,21.93,100,18.8393,101.001,100.586
6,1581721377,611.900000095367,"20200214 17:02:57",17:02:57,1581721369,0.0025316051278193915,-0.7602019677511244,50.2492322580645,55.890823603128716,5.644121407764267,5.0744066597648825,0.18197557869133926,3.4231146599662567,0.17676702870727976,0.11093494275441602,193.73545478539842,26.30049776723416,26.2301290322581,3.420481541083853,60.08004242253337,2.0131168572792153,3.3507247600147902,1.4073646838046376,-111.64378613683516,-64.28782563103509,-4.014911673932346,13.78893134359582,-0.0418066212144927,0.0469315947744389,3.49647795527535,0,0,1,0,53508.79227762811,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1856782870647,-0.7602019677511244,#DIV/0!,#DIV/0!,-0.0007532825565276041,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1200.00290322581,1009.1856782870647,0.8409860305955956,0.19197206119119145,2,0.5,"0: Broadleaf",1581721369,50.2492322580645,49.9960483870968,19.9348580645161,18.9424516129032,500.024548387097,100.784774193548,0.199985806451613,25.8817741935484,26.2301290322581,999.9,0,0,10003.3661290323,0,0.00152894,1200.00290322581,0.966992838709677,0.0330069451612903,0,265.10635483871,4.99912,3724.72387096774,8874.57419354839,42.6066129032258,44.8404516129032,43.9876129032258,44.2376129032258,44.165,1155.56161290323,39.4412903225807,0,1129.79999995232,265.105115384615,-1.05432477335081,-14.2133333281928,3724.55769230769,15,1581721330.5,17:02:10,63,-0.187,0.118,50,19,0.33,0.09,0.261080853658537,-0.13332888501744,0.0205069823154432,1,265.158757575758,-0.925172821769509,0.209333578986006,1,0.991898829268293,0.0175286759581892,0.00254006931826326,1,3,3,3/3,100,100,-0.187,0.118,2,504.994,495.042,21.8614,27.9929,29.9998,28.0258,27.9949,5.2421,32.8617,0,21.869,50,18.9464,101.007,100.592
7,1581721488,722.900000095367,"20200214 17:04:48",17:04:48,1581721480,0.0027321893283277503,10.870732078172814,395.239032258064,296.7266475875947,29.965732919931597,39.91426916479113,0.19715889766913877,3.4225422611095753,0.19105961926787818,0.11994454038159673,193.73427067080317,26.342853790374676,26.2367,3.421809447667338,59.87176879878414,2.0165511238671807,3.3681168342367935,1.4052583238001572,-120.48954937925379,-49.35508025079034,-3.084298921375647,20.805342119383397,-0.041797720852215,0.0469216033380677,3.4958899378423,0,0,1,0,53482.28284720759,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1794460290046,10.870732078172814,#DIV/0!,#DIV/0!,0.01077185244006682,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1199.99548387097,1009.1794460290046,0.8409860366920489,0.19197207338409775,2,0.5,"0: Broadleaf",1581721480,395.239032258064,400.018935483871,19.9682903225806,18.8973129032258,500.035225806452,100.787677419355,0.199993096774194,25.9692161290323,26.2367,999.9,0,0,10000.9483870968,0,0.00152894,1199.99548387097,0.966992580645161,0.0330071774193548,0,254.231258064516,4.99912,3581.32935483871,8874.52548387097,42.5500967741935,44.8,43.9493548387097,44.1712580645161,44.1186451612903,1155.55419354839,39.4412903225807,0,1240.79999995232,254.232538461538,-1.2800683750986,-9.16205126160281,3581.26346153846,15,1581721440,17:04:00,64,0.481,0.117,400,19,0.22,0.1,-4.76946731707317,-0.26039226480836,0.0531710085604787,1,254.257575757576,-0.603737006676149,0.183607788555839,1,1.0763456097561,-0.0958528222996507,0.00994215711215788,1,3,3,3/3,100,100,0.481,0.117,2,504.75,495.906,22.2385,27.9494,30.0016,27.9877,27.957,20.237,33.0551,0,22.0894,400,18.9124,101.013,100.601
8,1581721585,819.900000095367,"20200214 17:06:25",17:06:25,1581721577,0.002838093026170876,11.097992904187695,395.126580645161,298.6701216563476,30.16142969685024,39.90215866720784,0.2061538275024313,3.4216015823529133,0.19949367041097874,0.12526400846603858,193.7326050720613,26.346602401057027,26.2372548387097,3.421921593918146,59.99485051798861,2.0239875808488095,3.3736021731430856,1.3979340130693365,-125.15990245413563,-44.37166061929059,-2.774027368338132,21.427014630296945,-0.0417830955037933,0.0469051851032135,3.49492359416166,0,0,1,0,53459.3747110779,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1707653838394,11.097992904187695,#DIV/0!,#DIV/0!,0.010997140706871904,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1199.98516129032,1009.1707653838394,0.8409860371095741,0.1919720742191485,2,0.5,"0: Broadleaf",1581721577,395.126580645161,400.014096774194,20.0423064516129,18.9298774193548,500.024903225806,100.785741935484,0.20001964516129,25.9967129032258,26.2372548387097,999.9,0,0,9997.64096774194,0,0.00152894,1199.98516129032,0.966992322580645,0.0330074096774194,0,252.954451612903,4.99912,3563.29612903226,8874.45548387097,42.4977096774193,44.766,43.8486129032258,44.1550322580645,44.0864193548387,1155.54419354839,39.4409677419355,0,1337.40000009537,252.958153846154,-0.328205123625947,-11.0198290795239,3563.23192307692,15,1581721536,17:05:36,65,0.396,0.114,400,19,0.47,0.05,-4.88962219512195,0.0467540069686643,0.0395060454473585,1,252.997090909091,-0.478547283022205,0.164734380072773,1,1.10323317073171,0.062859930313595,0.0241047090267345,1,3,3,3/3,100,100,0.396,0.114,2,504.974,496.036,22.1378,27.928,30.0002,27.9646,27.9357,20.2345,32.9006,0,22.145,400,18.9636,101.02,100.602
9,1581721705.5,940.400000095367,"20200214 17:08:25",17:08:25,1581721697.5,0.0028239403975658275,16.603837299507635,592.690516129032,448.07885970772696,45.25061745736864,59.8546689604127,0.2056681581298514,3.4231842994915125,0.19904176061728013,0.124978671078498,193.73615741584774,26.38922710284596,26.2394677419355,3.4223689068254726,59.98051374874159,2.0282485525274145,3.381512470906383,1.394120354298058,-124.53577153265299,-37.495346745207215,-2.3435412097982886,29.361497928189266,-0.0418077041021891,0.0469328104107444,3.49654949507878,0,0,1,0,53482.54386010481,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1894621580201,16.603837299507635,#DIV/0!,#DIV/0!,0.016452646328671026,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1215,300,300,300,7142.13,432.896,-0.00505561,0.898987,1200.00741935484,1009.1894621580201,0.8409860188202758,0.19197203764055187,2,0.5,"0: Broadleaf",1581721697.5,592.690516129032,600.001096774193,20.0840419354839,18.9772193548387,500.030322580645,100.788129032258,0.199936967741936,26.0362967741935,26.2394677419355,999.9,0,0,10003.2922580645,0,0.00152894,1200.00741935484,0.966993096774193,0.0330067129032258,0,259.858225806452,4.99912,3660.13741935484,8874.61806451613,42.412935483871,44.766,43.8464838709677,44.1147741935484,44.0219677419355,1155.5664516129,39.4409677419355,0,1458,259.838615384615,-1.76164102950512,-29.4830768871099,3659.90384615385,15,1581721643.5,17:07:23,66,0.442,0.116,600,19,0.19,0.08,-7.31384926829268,0.0454120557491377,0.0271742764294581,1,259.937878787879,-2.16632256797255,0.287530210014979,0,1.10753804878049,-0.00799735191637937,0.00181767637720651,1,2,3,2/3,100,100,0.442,0.116,2,504.773,496.434,22.1889,27.9132,30.0002,27.9458,27.9168,27.9864,32.6306,0,22.1902,600,18.9984,101.022,100.603
