"","obs","A","Ca","Ci","gsw","Tleaf","Q","ID","Treatment","Rep"
"1",1,"9.558311218548303","395.193709677419","351.4707390294581","0.4622874096272237","26.1306870967742","1199.98709677419","1","CO2",1
"2",2,"10.846925964830653","394.671774193548","346.624652170313","0.4650592737187437","26.0465967741935","1199.9964516129","1","CO2",1
"3",3,"7.524490355316578","296.233","263.05437008431596","0.4784343687188055","26.1465774193548","1200.0035483871","1","CO2",1
"4",4,"3.067651560413376","198.276677419355","183.406235208555","0.4908200092255886","25.9902096774194","1200.00870967742","1","CO2",1
"5",5,"-1.6754237680680344","100.408548387097","103.9886415244663","0.48841428284686883","26.0338903225806","1200.00225806452","1","CO2",1
"6",6,"-3.9868214252048095","51.4482","64.0654241174963","0.49010853543634336","25.9916322580645","1200.00258064516","1","CO2",1
"7",7,"11.568066554766158","394.40435483871","344.82859151442005","0.4777160400089262","26.0000064516129","1200.00870967742","1","CO2",1
"8",8,"12.18862127038157","394.141064516129","342.41382019098785","0.4782099162717522","26.0040870967742","1200.02387096774","1","CO2",1
"9",9,"17.770471450489087","591.410516129032","515.3801586813064","0.4767170522618697","26.0024967741935","1200.00225806452","1","CO2",1
"10",10,"19.573725994707438","790.174064516129","702.7886461720733","0.47289648846872884","26.011964516129","1199.99967741935","1","CO2",1
"11",11,"19.594474838644413","989.737225806452","896.9916071430084","0.4664203995081641","26.0001806451613","1200.01225806452","1","CO2",1
"12",12,"19.540232827180194","1189.27838709677","1091.6126523739747","0.4624201372267702","25.9954225806452","1200.00096774194","1","CO2",1
"13",13,"18.948066398828395","1488.85064516129","1384.0412673168294","0.44531999784672033","26.0140838709677","1199.97064516129","1","CO2",1
"14",1,"17.997358454865466","391.734322580645","332.37320928556187","0.5948053949554407","26.0999322580645","1200.0264516129","10","CO2",1
"15",2,"20.2182815922326","390.846967741936","326.3231789614411","0.6086804098226842","26.0571161290323","1199.99709677419","10","CO2",1
"16",3,"17.221527856974532","292.325064516129","236.30108117347086","0.5862071302725714","26.0910290322581","1199.9864516129","10","CO2",1
"17",4,"11.747069737120619","194.755225806452","157.08890520553223","0.5949223801184196","26.0213419354839","1200.01","10","CO2",1
"18",5,"6.0477285348981","97.3133483870968","77.38724872353332","0.5742407438650629","26.0186580645161","1199.97387096774","10","CO2",1
"19",6,"2.9783518791617096","48.6697967741935","38.703576962056815","0.5648711856184322","26.0134129032258","1200.00903225806","10","CO2",1
"20",7,"21.769351656032136","390.306290322581","315.6301294846211","0.5544000541341283","25.989064516129","1199.99225806452","10","CO2",1
"21",8,"22.247101808927095","390.118838709678","313.1851696964048","0.547766319052393","25.9995516129032","1199.98","10","CO2",1
"22",9,"28.941913570105434","586.956806451613","483.9773311774211","0.5394980611835614","26.0094741935484","1200.01193548387","10","CO2",1
"23",10,"30.530511621761207","785.844903225806","672.668365485995","0.5320495616431498","26.0104419354839","1200.00612903226","10","CO2",1
"24",11,"30.705523653675044","985.309419354839","866.6657299637498","0.5269167268464517","26.0027096774194","1199.98903225806","10","CO2",1
"25",12,"31.21266263791128","1184.65870967742","1058.5278196723457","0.5169848342184052","26.0096483870968","1200.00935483871","10","CO2",1
"26",13,"32.32121339152831","1483.5235483871","1346.184375848596","0.5088545072027586","25.9992774193548","1200.00451612903","10","CO2",1
"27",1,"17.84047319","392.5602903","168.1293488","0.133062229","26.05333871","1200.004194","100","CO2",1
"28",2,"18.4046591","392.3471935","179.6970482","0.145438555","25.93714194","1200.004516","100","CO2",1
"29",3,"14.27438209","294.040871","119.2930674","0.136670357","25.97701613","1199.977097","100","CO2",1
"30",4,"10.34485107","195.7126452","72.71722084","0.140489803","26.00323871","1200.019355","100","CO2",1
"31",5,"6.25387689","97.41194516","25.99776652","0.145642403","25.98095484","1200.007742","100","CO2",1
"32",6,"4.156836149","48.28214516","1.703217507","0.147400255","25.96776129","1200.016452","100","CO2",1
"33",7,"19.85393534","391.7267742","185.4022409","0.162291946","25.96251935","1199.973871","100","CO2",1
"34",8,"19.9697828","391.6824839","172.1574897","0.152833155","26.02104839","1199.993548","100","CO2",1
"35",9,"27.39444394","588.5259032","308.1776283","0.165535986","25.97767097","1200.001935","100","CO2",1
"36",10,"31.341606","786.7525484","482.1633694","0.176460368","25.97543871","1199.989355","100","CO2",1
"37",11,"32.96923803","985.8867097","671.1773662","0.182032626","25.9964129","1200.01129","100","CO2",1
"38",12,"34.29899877","1185.19","856.8240829","0.183446123","25.99307419","1200.00129","100","CO2",1
"39",13,"35.88533689","1484.265484","1136.399222","0.183926475","25.99118387","1200.013548","100","CO2",1
"40",1,"4.627198160499475","394.233548387097","127.31701969182062","0.028746690745285915","26.1605548387097","1199.99967741936","101","CO2",1
"41",2,"4.71844427265831","393.987322580645","242.54321167579423","0.05365364620195036","26.0039903225806","1200.01290322581","101","CO2",1
"42",3,"3.723366852778764","295.368903225806","78.87699337088954","0.028461620501417588","26.0894709677419","1199.97709677419","101","CO2",1
"43",4,"2.6114826728342","196.755483870968","76.03985780456837","0.03615256599112089","25.9933903225806","1199.99838709677","101","CO2",1
"44",5,"1.5361395032115712","98.1013709677419","11.962384464337042","0.029376507118563967","26.0171870967742","1200.00322580645","101","CO2",1
"45",6,"1.0101672317328314","48.7587451612903","-7.809131004293597","0.029225113404672706","25.9961290322581","1200.00677419355","101","CO2",1
"46",7,"4.908757414803905","393.909709677419","136.47911870519684","0.03172867587788992","25.9624774193548","1200.01129032258","101","CO2",1
"47",8,"4.917887174607579","393.908483870968","128.9644579707464","0.030846022688154336","25.9950709677419","1199.9964516129","101","CO2",1
"48",9,"6.9238156050240836","591.384806451613","219.65024908076302","0.031029047799904237","25.9930709677419","1199.99967741935","101","CO2",1
"49",10,"8.090419740416786","789.900419354839","350.2577460074778","0.030798143564285608","26.007535483871","1200.0235483871","101","CO2",1
"50",11,"8.421227294719678","989.375677419355","546.8168528934071","0.03219404239882141","25.9988516129032","1200.00322580645","101","CO2",1
"51",12,"8.915332082885243","1188.64193548387","722.9570867042836","0.03263904147485146","26.0002903225806","1200.02225806452","101","CO2",1
"52",13,"9.222650522560917","1488.10290322581","1007.1963596064221","0.03312938241843871","25.9984","1199.99225806452","101","CO2",1
"53",1,"12.73932122728181","394.687516129032","168.55825925343342","0.09388857936079224","26.0486387096774","1200.01129032258","102","CO2",1
"54",2,"13.622046721308118","394.335548387097","171.0055165853214","0.10185714900719293","26.0178935483871","1199.98967741935","102","CO2",1
"55",3,"9.550266916130367","296.002838709677","146.38003125903822","0.10723586402446934","26.0153806451613","1200.00935483871","102","CO2",1
"56",4,"5.430209722001262","197.69335483871","114.93875102958863","0.11136172825040298","26.0041774193548","1200.00419354839","102","CO2",1
"57",5,"1.3722375178384851","99.3791580645161","80.31951452610848","0.13124279758534035","25.9949870967742","1199.99935483871","102","CO2",1
"58",6,"-0.5229890606668035","50.1690290322581","55.4277147361868","0.13191023214939573","25.9875129032258","1199.99580645161","102","CO2",1
"59",7,"15.005928301677109","393.697096774194","214.1574442898533","0.14179453612315135","26.0019451612903","1199.96838709677","102","CO2",1
"60",8,"15.450225107277609","393.479903225806","222.3170915302311","0.15371437400351184","25.9993","1199.98516129032","102","CO2",1
"61",9,"22.74727634146302","590.397064516129","348.58988629031995","0.16088153642766068","26.0055290322581","1199.99677419355","102","CO2",1
"62",10,"26.599690113558832","788.611806451613","518.7674051068612","0.17068237524801233","26.0009064516129","1199.99580645161","102","CO2",1
"63",11,"27.791802740755347","987.914935483871","714.3760327065861","0.17907815938120072","26.0047064516129","1199.99806451613","102","CO2",1
"64",12,"28.20588307859578","1187.50580645161","912.6202848901432","0.18409981294066524","25.9888548387097","1200.00322580645","102","CO2",1
"65",13,"28.692129022035655","1487.03741935484","1195.7808876964016","0.18018397982644835","26.0091387096774","1200.01193548387","102","CO2",1
"66",1,"5.863116910010063","397.483096774194","250.34262429654905","0.06778354212485575","25.9849580645161","1200.0064516129","103","CO2",1
"67",2,"6.820781244468151","397.238193548387","-158.42786278904828","0.01979390035147365","26.0024451612903","1199.98258064516","103","CO2",1
"68",3,"4.574157547999337","298.111709677419","-39.90342685949914","0.02191492567673463","25.9904387096774","1199.99612903226","103","CO2",1
"69",4,"2.410508176350089","199.002967741935","34.1897571683366","0.02387799041865295","25.9956032258065","1199.99870967742","103","CO2",1
"70",5,"0.17564033811250002","99.8936838709677","86.35136436184226","0.024870463826344058","25.9980032258065","1200.00870967742","103","CO2",1
"71",6,"-0.7756662056826705","50.2879387096774","91.4718663954281","0.029068804009716686","25.9981387096774","1200.03258064516","103","CO2",1
"72",7,"8.53977894456536","396.508225806452","-7.361858645207087","0.034382608916390646","25.9772709677419","1199.98741935484","103","CO2",1
"73",8,"8.650811463437691","396.452225806452","-12.218430767306664","0.03441233912073211","26.0037548387097","1199.98451612903","103","CO2",1
"74",9,"13.743783036067065","594.370677419355","57.81454803104793","0.041819966021453915","25.9843193548387","1199.9935483871","103","CO2",1
"75",10,"17.8655776237607","792.665741935484","141.65824807706","0.04494098293809189","25.9889032258064","1200.01483870968","103","CO2",1
"76",11,"19.26080298791723","991.983193548387","383.1683016352965","0.052370982947283165","25.9945709677419","1199.99516129032","103","CO2",1
"77",12,"18.796364457652427","1192.0564516129","676.2571600223833","0.06140877777853575","25.9923064516129","1199.99","103","CO2",1
"78",13,"17.97890942917793","1492.22516129032","1016.0384127781167","0.06493510503677387","25.9985870967742","1200.01516129032","103","CO2",1
"79",1,"19.00211198","392.1111613","191.6032756","0.160048983","26.01465161","1199.99871","104","CO2",1
"80",2,"20.54291811","391.4305161","179.7591597","0.163791464","25.80233871","1200.005161","104","CO2",1
"81",3,"15.94414553","293.3973548","99.08208528","0.136954647","26.05278065","1199.991935","104","CO2",1
"82",4,"11.48426304","195.2274194","82.18689011","0.171161874","25.96633548","1199.995161","104","CO2",1
"83",5,"6.664854226","97.23967097","24.09113816","0.151667646","25.94261935","1200.006129","104","CO2",1
"84",6,"4.172051358","48.27815806","3.326956129","0.153656365","25.98252581","1200.013548","104","CO2",1
"85",7,"22.98134747","390.4427419","169.0028452","0.175027083","25.96446452","1199.995161","104","CO2",1
"86",8,"23.56778615","390.1844839","169.5711499","0.180301465","26.0037","1199.982258","104","CO2",1
"87",9,"31.77051886","586.6702903","316.8444347","0.201079002","25.98855161","1199.992258","104","CO2",1
"88",10,"35.64975525","784.8960968","483.3940309","0.204049692","25.98692903","1199.988387","104","CO2",1
"89",11,"36.95863388","984.1116129","678.0377631","0.211556876","25.97044516","1200.01","104","CO2",1
"90",12,"37.92231641","1183.498065","868.7298799","0.213764937","25.99087419","1199.977097","104","CO2",1
"91",13,"38.52319154","1482.80129","1174.717991","0.228118403","25.9841129","1199.990645","104","CO2",1
"92",1,"15.81557319","393.3804516","175.2592943","0.121533282","25.96537742","1200","105","co2",1
"93",2,"16.21101157","393.2559032","171.4600108","0.122462281","25.97629032","1200.024194","105","co2",1
"94",3,"12.59613523","294.771129","111.5304621","0.114597481","25.98626129","1200.011935","105","co2",1
"95",4,"9.146930732","196.1988065","66.13590827","0.117011106","25.96843226","1200.013548","105","co2",1
"96",5,"5.732382973","97.6272","17.40742401","0.118135167","25.98187097","1199.990645","105","co2",1
"97",6,"4.070123823","48.33613226","-10.47961408","0.113281185","25.96609355","1199.986774","105","co2",1
"98",7,"16.77864943","393.047129","153.9072891","0.117111431","25.93520968","1200.007419","105","co2",1
"99",8,"16.74525932","393.0473226","160.3578975","0.120296807","25.98260323","1200.000323","105","co2",1
"100",9,"22.66060556","590.52","292.1731719","0.127961242","25.9941871","1200","105","co2",1
"101",10,"25.89535298","789.1306452","423.8886169","0.119800457","25.98767097","1199.998387","105","co2",1
"102",11,"26.81148432","988.6107742","615.9331027","0.123056655","25.98499032","1200.001935","105","co2",1
"103",12,"27.97970684","1187.999355","798.6029717","0.124099441","25.98404839","1199.997742","105","co2",1
"104",13,"29.49054553","1487.22129","1059.00643","0.120072518","25.97842258","1199.995484","105","co2",1
"105",1,"15.504642515622574","392.437","295.8215116171073","0.28823384347616315","26.0070258064516","1199.98580645161","106","co2",1
"106",2,"16.083844691816363","392.248612903226","294.0791126104759","0.2945654176198161","26.0334870967742","1200.00967741935","106","co2",1
"107",3,"11.38280947349466","294.525903225806","225.9065024589306","0.30057501528634517","26.0281967741935","1200.05612903226","106","co2",1
"108",4,"6.391255323759834","196.788322580645","157.77637711270222","0.3023978876090005","26.0027612903226","1200.02258064516","106","co2",1
"109",5,"1.1137142875655537","99.1432677419355","90.89688532301665","0.298733774737864","26.0078838709677","1200.00516129032","106","co2",1
"110",6,"-1.442830051325296","50.3031032258064","57.198014478434864","0.2987954391730203","25.9967709677419","1199.98193548387","106","co2",1
"111",7,"16.36950465197198","392.745064516129","295.3914034953377","0.3030654141574271","26.0061580645161","1199.97580645161","106","co2",1
"112",8,"16.391205382661727","392.763419354839","295.9289303583373","0.3053667723457418","26.0017580645161","1200.00387096774","106","co2",1
"113",9,"22.767027210341368","589.90535483871","454.25182554204997","0.3048173511645759","25.9935258064516","1200.00225806452","106","co2",1
"114",10,"24.57096253796568","788.877967741935","636.1827857678807","0.29776613818606673","26.0098129032258","1199.99903225806","106","co2",1
"115",11,"24.516249435764376","988.659967741936","831.8890942346044","0.2974457209376651","26.005064516129","1200.00290322581","106","co2",1
"116",12,"24.943269078668354","1188.26064516129","1022.6289451101175","0.29225629403536657","26.0023870967742","1200.0335483871","106","co2",1
"117",13,"24.360744544036294","1488.05612903226","1315.6188709308203","0.28445830266810923","26.005035483871","1199.99903225806","106","co2",1
"118",1,"11.796369339285565","394.606096774194","322.07170497150787","0.30561821407757056","26.1242580645161","1200.00516129032","107","co2",1
"119",2,"12.43827107808626","394.362","316.70029797486586","0.2980322866627813","26.1287935483871","1200.00193548387","107","co2",1
"120",3,"8.289775937155024","296.230161290323","241.17012972130564","0.28136007960157255","26.0170677419355","1200.01806451613","107","co2",1
"121",4,"3.7334669367714617","198.189612903226","171.45804003423768","0.27475652587229626","25.9899129032258","1200.00935483871","107","co2",1
"122",5,"-0.6978658781647578","100.114064516129","101.96905433723207","0.2811443042632808","25.9904096774194","1199.99516129032","107","co2",1
"123",6,"-3.2899494611256834","51.2216129032258","69.02197922871056","0.2856264113431889","25.9951451612903","1200.00258064516","107","co2",1
"124",7,"12.931677982078284","394.204806451613","312.3249839765869","0.29121453987108115","25.9957096774194","1199.97483870968","107","co2",1
